IP Address,HTTP Method,URL,Status Code,Anomaly
66.249.73.185,GET,/reset.css,200,0
66.249.73.135,GET,/blog/tags/munin,200,0
66.249.73.135,GET,/blog/tags/firefox?flav=rss20,200,0
66.249.73.135,GET,/blog/geekery/eventdb-ideas.html,200,0
67.214.178.190,GET,/,200,0
67.214.178.190,GET,/blog/geekery/installing-windows-8-consumer-preview.html,200,0
207.241.237.220,GET,/blog/tags/projects,200,0
46.105.14.53,GET,/blog/tags/puppet?flav=rss20,200,0
207.241.237.227,GET,/blog/geekery/soekris-gpio.html,200,0
91.177.205.119,GET,/blog/geekery/xvfb-firefox.html,200,0
91.177.205.119,GET,/reset.css,200,0
91.177.205.119,GET,/style2.css,200,0
91.177.205.119,GET,/images/jordan-80.png,200,0
91.177.205.119,GET,/images/web/2009/banner.png,200,0
91.177.205.119,GET,/favicon.ico,200,0
66.249.73.185,GET,/doc/index.html?org/elasticsearch/action/search/SearchResponse.html,404,1
207.241.237.228,GET,/blog/tags/defcon,200,0
207.241.237.101,GET,/blog/tags/regex,200,0
87.169.99.232,GET,/presentations/puppet-at-loggly/puppet-at-loggly.pdf.html,200,0
209.85.238.199,GET,/blog/tags/firefox?flav=rss20,200,0
209.85.238.199,GET,/test.xml,200,0
81.220.24.207,GET,/blog/geekery/ssl-latency.html,200,0
81.220.24.207,GET,/reset.css,200,0
81.220.24.207,GET,/images/jordan-80.png,200,0
81.220.24.207,GET,/style2.css,200,0
81.220.24.207,GET,/images/web/2009/banner.png,200,0
81.220.24.207,GET,/favicon.ico,200,0
66.249.73.135,GET,/blog/geekery/vmware-cpu-performance.html,200,0
46.105.14.53,GET,/blog/tags/puppet?flav=rss20,200,0
218.30.103.62,GET,/robots.txt,200,0
218.30.103.62,GET,/robots.txt,200,0
218.30.103.62,GET,/projects/fex/,200,0
74.125.40.20,GET,/?flav=rss20,200,0
71.212.224.97,GET,/projects/xdotool/,200,0
71.212.224.97,GET,/reset.css,200,0
71.212.224.97,GET,/style2.css,200,0
71.212.224.97,GET,/images/jordan-80.png,200,0
71.212.224.97,GET,/images/web/2009/banner.png,200,0
218.30.103.62,GET,/projects/xdotool/xdotool.xhtml,304,0
108.174.55.234,GET,/?flav=rss20,200,0
218.30.103.62,GET,/blog/geekery/c-vs-python-bdb.html,200,0
121.107.188.202,GET,/presentations/logstash-monitorama-2013/images/kibana-dashboard3.png,200,0
218.30.103.62,GET,/blog/productivity/better-zsh-xterm-title-fix.html,200,0
218.30.103.62,GET,/blog/geekery/xvfb-firefox.html,200,0
218.30.103.62,GET,/blog/geekery/puppet-facts-into-mcollective.html,200,0
198.46.149.143,GET,/blog/geekery/disabling-battery-in-ubuntu-vms.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29,200,0
198.46.149.143,GET,/blog/geekery/solving-good-or-bad-problems.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29,200,0
218.30.103.62,GET,/blog/geekery/jquery-interface-puffer.html%20target=,200,0
218.30.103.62,GET,/blog/geekery/ec2-reserved-vs-ondemand.html,200,0
66.249.73.135,GET,/blog/web/firefox-scrolling-fix.html,200,0
86.1.76.62,GET,/projects/xdotool/,200,0
86.1.76.62,GET,/reset.css,200,0
86.1.76.62,GET,/style2.css,200,0
86.1.76.62,GET,/favicon.ico,200,0
86.1.76.62,GET,/images/jordan-80.png,200,0
86.1.76.62,GET,/images/web/2009/banner.png,200,0
66.249.73.135,GET,/blog/tags/bdb,200,0
107.170.41.69,GET,/?flav=atom,200,0
50.16.19.13,GET,/blog/tags/puppet?flav=rss20,200,0
46.105.14.53,GET,/blog/tags/puppet?flav=rss20,200,0
208.115.111.72,GET,/blog/rants/fedora-yum.html,200,0
208.115.111.72,GET,/blog/tags/grok,200,0
208.115.111.72,GET,/blog/tags/is%20it%20done%20yet,200,0
208.115.111.72,GET,/blog/tags/statistics,200,0
50.180.79.170,GET,/favicon.ico,200,0
208.115.111.72,GET,/blog/tags/subversion,200,0
208.115.111.72,GET,/blog/web/194.html,200,0
208.115.111.72,GET,/files/blogposts/20070901/?C=D;O=A,200,0
208.115.111.72,GET,/files/blogposts/20080109/boost_xpressive_test.cpp,200,0
208.115.111.72,GET,/files/blogposts/20090520/,200,0
208.115.111.72,GET,/files/fastsplit/?C=M;O=D,200,0
208.115.111.72,GET,/files/xdotool/docs/man/?C=M;O=D,200,0
208.115.111.72,GET,/scripts/python/wrap/?C=N;O=D,200,0
208.115.111.72,GET,/files/images/?C=S;O=D,200,0
208.115.111.72,GET,/files/blogposts/20080611/,200,0
208.115.111.72,GET,/files/logstash/?C=D;O=D,200,0
208.115.111.72,GET,/presentations/hackday06/,200,0
208.115.111.72,GET,/scripts/grok-py-test/,200,0
208.115.111.72,GET,/?N=A&page=21,200,0
208.115.111.72,GET,/blog/geekery/oniguruma-named-capture-example.html?commentlimit=0,200,0
208.115.111.72,GET,/blog/geekery/ssh-key-invalid-hack.html?commentlimit=0,200,0
208.115.111.72,GET,/blog/geekery/server-side-javascript.html,200,0
208.115.111.72,GET,/blog/geekery/yahoo-hackday-08.html,200,0
105.235.130.196,GET,/images/googledotcom.png,200,0
174.37.205.76,GET,/blog,200,0
54.255.13.204,GET,/articles/ssh-security/,200,0
105.235.130.196,GET,/blog/tags/X11,200,0
54.255.13.204,GET,/reset.css,200,0
54.255.13.204,GET,/style2.css,200,0
54.255.13.204,GET,/favicon.ico,200,0
105.235.130.196,GET,/reset.css,200,0
54.255.13.204,GET,/images/jordan-80.png,200,0
54.255.13.204,GET,/images/web/2009/banner.png,200,0
105.235.130.196,GET,/style2.css,200,0
105.235.130.196,GET,/images/jordan-80.png,200,0
105.235.130.196,GET,/images/web/2009/banner.png,200,0
134.76.249.10,GET,/projects/xdotool/,200,0
134.76.249.10,GET,/reset.css,200,0
134.76.249.10,GET,/style2.css,200,0
134.76.249.10,GET,/favicon.ico,200,0
134.76.249.10,GET,/images/jordan-80.png,200,0
134.76.249.10,GET,/images/web/2009/banner.png,200,0
134.76.249.10,GET,/projects/xdotool,301,0
134.76.249.10,GET,/projects/xdotool/,200,0
66.249.73.135,GET,/?flav=atom,200,0
207.241.237.220,GET,/blog/tags/C?page=2,200,0
68.184.202.186,GET,/projects/xpathtool/,200,0
68.184.202.186,GET,/reset.css,200,0
68.184.202.186,GET,/images/jordan-80.png,200,0
68.184.202.186,GET,/style2.css,200,0
68.184.202.186,GET,/images/web/2009/banner.png,200,0
68.184.202.186,GET,/favicon.ico,200,0
46.105.14.53,GET,/blog/tags/puppet?flav=rss20,200,0
66.249.73.135,GET,/?flav=rss20,200,0
24.233.162.179,GET,/favicon.ico,200,0
123.125.71.117,GET,/,200,0
220.181.108.153,GET,/,200,0
65.19.138.34,GET,/,200,0
66.249.73.135,GET,/blog/geekery/rhapsody-on-linux.html,200,0
97.116.185.190,GET,/articles/dynamic-dns-with-dhcp/,200,0
97.116.185.190,GET,/reset.css,200,0
97.116.185.190,GET,/style2.css,200,0
97.116.185.190,GET,/images/jordan-80.png,200,0
97.116.185.190,GET,/images/web/2009/banner.png,200,0
97.116.185.190,GET,/favicon.ico,200,0
5.255.72.168,GET,/,200,0
5.255.72.168,GET,/blog/geekery/installing-windows-8-consumer-preview.html,200,0
46.105.14.53,GET,/blog/tags/puppet?flav=rss20,200,0
5.102.173.71,GET,/robots.txt,200,0
5.102.173.71,GET,/projects/xdotool/,200,0
208.91.156.11,GET,/files/logstash/logstash-1.3.2-monolithic.jar,404,0
66.249.73.185,GET,/presentations/logstash-1/,304,0
74.125.176.81,GET,/?flav=rss20,200,0
66.249.73.135,GET,/blog/geekery/xdotool-2.20110530.html,200,0
187.45.193.158,GET,/presentations/logstash-1/file/about-me/tequila-face.jpg,200,0
90.220.199.149,GET,/blog/geekery/puppet-manage-homedirectory-contents.html,200,0
90.220.199.149,GET,/reset.css,200,0
90.220.199.149,GET,/style2.css,200,0
90.220.199.149,GET,/images/jordan-80.png,200,0
90.220.199.149,GET,/images/web/2009/banner.png,200,0
90.220.199.149,GET,/favicon.ico,200,0
36.38.8.174,GET,/blog/geekery/ssl-latency.html,200,0
36.38.8.174,GET,/reset.css,200,0
36.38.8.174,GET,/style2.css,200,0
36.38.8.174,GET,/images/jordan-80.png,200,0
36.38.8.174,GET,/images/web/2009/banner.png,200,0
36.38.8.174,GET,/favicon.ico,200,0
71.207.12.53,GET,/favicon.ico,200,0
220.241.45.142,GET,/robots.txt,200,0
220.241.45.142,GET,/projects/firefox-tabsearch/,200,0
209.85.238.199,GET,/?flav=atom,200,0
46.105.14.53,GET,/blog/tags/puppet?flav=rss20,200,0
66.249.73.135,GET,/blog/tags/noise,200,0
146.1.1.2,GET,/blog/geekery/ssl-latency.html,200,0
146.1.1.2,GET,/style2.css,200,0
146.1.1.2,GET,/reset.css,200,0
146.1.1.2,GET,/favicon.ico,200,0
146.1.1.2,GET,/images/jordan-80.png,200,0
146.1.1.2,GET,/images/web/2009/banner.png,200,0
178.255.215.83,GET,/blog/projects/xmlpresenter/main.html,200,0
212.201.44.247,GET,/projects/xdotool/xdotool.xhtml,200,0
212.201.44.247,GET,/favicon.ico,200,0
82.193.99.33,GET,/blog/geekery/ssl-latency.html,200,0
82.193.99.33,GET,/blog/geekery/ssl-latency.html,200,0
50.16.19.13,GET,/blog/tags/puppet?flav=rss20,200,0
82.193.99.33,GET,/blog/geekery/ssl-latency.html,200,0
66.249.73.135,GET,/blog/tags/linux,200,0
85.170.84.143,GET,/blog/geekery/xsendevent-xdotool-and-ld_preload.html,200,0
85.170.84.143,GET,/reset.css,200,0
85.170.84.143,GET,/style2.css,200,0
85.170.84.143,GET,/images/jordan-80.png,200,0
85.170.84.143,GET,/images/web/2009/banner.png,200,0
46.105.14.53,GET,/blog/tags/puppet?flav=rss20,200,0
100.43.83.137,GET,/images/webhits-2.png,304,0
50.131.51.216,GET,/blog/geekery/xvfb-firefox.html,200,0
50.131.51.216,GET,/reset.css,200,0
50.131.51.216,GET,/style2.css,200,0
50.131.51.216,GET,/images/jordan-80.png,200,0
50.131.51.216,GET,/images/web/2009/banner.png,200,0
50.131.51.216,GET,/favicon.ico,200,0
209.85.238.199,GET,/?flav=rss20,200,0
212.197.170.45,GET,/favicon.ico,200,0
212.197.170.45,GET,/favicon.ico,200,0
112.110.247.238,GET,/images/googledotcom.png,304,0
108.32.74.68,GET,/projects/xdotool/,200,0
108.32.74.68,GET,/style2.css,200,0
108.32.74.68,GET,/reset.css,200,0
108.32.74.68,GET,/images/jordan-80.png,200,0
108.32.74.68,GET,/images/web/2009/banner.png,200,0
108.32.74.68,GET,/favicon.ico,200,0
203.118.242.184,GET,/images/googledotcom.png,200,0
212.242.185.85,GET,/projects/xdotool/,200,0
212.242.185.85,GET,/reset.css,200,0
212.242.185.85,GET,/style2.css,200,0
212.242.185.85,GET,/favicon.ico,200,0
212.242.185.85,GET,/images/jordan-80.png,200,0
212.242.185.85,GET,/images/web/2009/banner.png,200,0
68.180.224.225,GET,/blog/geekery/60.html,200,0
50.131.51.216,GET,/blog/geekery/headless-wrapper-for-ephemeral-xservers.html,200,0
223.81.196.65,GET,/images/googledotcom.png,200,0
66.249.73.135,GET,/blog/geekery/sparsa2006.html,200,0
46.105.14.53,GET,/blog/tags/puppet?flav=rss20,200,0
178.191.44.227,GET,/projects/xdotool/xdotool.xhtml,200,0
178.191.44.227,GET,/favicon.ico,200,0
94.228.34.233,GET,/resume.xml,304,0
88.112.19.251,GET,/articles/dynamic-dns-with-dhcp/,200,0
88.112.19.251,GET,/reset.css,200,0
88.112.19.251,GET,/favicon.ico,200,0
88.112.19.251,GET,/style2.css,200,0
88.112.19.251,GET,/images/jordan-80.png,200,0
88.112.19.251,GET,/images/web/2009/banner.png,200,0
79.185.184.23,GET,/projects/xdotool/,200,0
79.185.184.23,GET,/style2.css,200,0
79.185.184.23,GET,/reset.css,200,0
79.185.184.23,GET,/favicon.ico,200,0
79.185.184.23,GET,/images/jordan-80.png,200,0
79.185.184.23,GET,/images/web/2009/banner.png,200,0
207.241.237.102,GET,/blog/tags/regexp,200,0
100.43.83.137,GET,/images/proofsocietyisdoomed.png,304,0
66.168.50.129,GET,/presentations/logstash-puppetconf-2012/,200,0
82.247.137.135,GET,/,200,0
82.247.137.135,GET,/reset.css,200,0
82.247.137.135,GET,/style2.css,200,0
82.247.137.135,GET,/images/jordan-80.png,200,0
82.247.137.135,GET,/images/web/2009/banner.png,200,0
82.247.137.135,GET,/favicon.ico,200,0
66.249.73.135,GET,/blog/tags/C,200,0
74.125.40.16,GET,/?flav=rss20,200,0
86.182.52.145,GET,/articles/dynamic-dns-with-dhcp/,200,0
86.182.52.145,GET,/reset.css,200,0
86.182.52.145,GET,/style2.css,200,0
86.182.52.145,GET,/images/jordan-80.png,200,0
46.105.14.53,GET,/blog/tags/puppet?flav=rss20,200,0
86.182.52.145,GET,/images/web/2009/banner.png,200,0
86.182.52.145,GET,/favicon.ico,200,0
108.32.74.68,GET,/files/xdotool/docs,301,0
108.32.74.68,GET,/files/xdotool/docs/,200,0
108.32.74.68,GET,/icons/blank.gif,200,0
108.32.74.68,GET,/icons/back.gif,200,0
108.32.74.68,GET,/icons/folder.gif,200,0
108.32.74.68,GET,/files/xdotool/docs,301,0
108.32.74.68,GET,/files/xdotool/docs/,200,0
108.32.74.68,GET,/projects/xdotool/xdotool.xhtml,200,0
92.239.20.53,GET,/presentations/puppet-at-loggly/puppet-at-loggly.pdf.html,200,0
92.239.20.53,GET,/favicon.ico,200,0
180.76.5.27,GET,/misc/rcfiles/ion3/look_simpleblue.lua,200,0
173.192.238.41,GET,/blog,200,0
93.164.60.142,GET,/presentations/logstash-scale11x/images/ahhh___rage_face_by_samusmmx-d5g5zap.png,200,0
107.170.41.69,GET,/?flav=atom,200,0
50.16.19.13,GET,/blog/tags/puppet?flav=rss20,200,0
108.178.4.100,GET,/presentations/logstash-metrics-sf-2012.10/,200,0
108.178.4.100,GET,/presentations/logstash-metrics-sf-2012.10/,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/css/reset.css,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/css/main.css,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/css/preso.css,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/lib/css/zenburn.css,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/logstash.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/nagios-sms1.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/nagios-sms3.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/sysadvent.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/nagios-sms4.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/nagios-sms2.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/nagios-sms5.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/nagios-sms6.png,200,0
66.249.73.135,GET,/blog/tags/xpathtool,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/pc-load-letter.jpg,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/frontend-response-codes.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif,404,1
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/xkcd-perl.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/xkcd-perlswing-many.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/lifecycle.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/kibana-chef-agent.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/kibana-logstash-downloads.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/trollface.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/computer-keyboard-jacket.jpg,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/psychoaxe.jpg,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/stats-negative-min.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/lib/js/head.min.js,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/apache-negative-duration.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/kibana-chef-hits-6min-each.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/js/reveal.js,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/lib/font/league_gothic-webfont.ttf,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/css/print.css,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/logs.jpg,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif,404,1
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/stats-negative-min.png,200,0
111.199.235.239,GET,/presentations/logstash-puppetconf-2012/images/logs.jpg,200,0
46.105.14.53,GET,/blog/tags/puppet?flav=rss20,200,0
68.180.224.225,GET,/scripts/noise,200,0
100.43.83.137,GET,/files/blogposts/20090105/ff3linux.png,304,0
108.171.116.194,GET,/blog/geekery/disabling-battery-in-ubuntu-vms.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel),200,0
108.171.116.194,GET,/blog/geekery/tf2-wine-linux-performance-tuning.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel),200,0
108.171.116.194,GET,/blog/geekery/CEE-logging-for-profit.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel),200,0
108.171.116.194,GET,/blog/growing-logstash-value.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel),200,0
108.171.116.194,GET,/blog/geekery/installing-windows-8-consumer-preview.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel),200,0
108.171.116.194,GET,/blog/geekery/solving-good-or-bad-problems.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel),200,0
108.171.116.194,GET,/blog/geekery/year-in-review-2011.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel),200,0
108.171.116.194,GET,/blog/geekery/insist-on-better-asserts.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel),200,0
108.171.116.194,GET,/blog/geekery/xdotool-2.20110530.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel),200,0
108.171.116.194,GET,/blog/geekery/logstash-1.0.0-release.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+semicomplete/main+(semicomplete.com+-+Jordan+Sissel),200,0
111.199.235.239,GET,/images/logstash_OSCON.pdf,200,0
94.175.135.116,GET,/presentations/logstash-scale11x/images/ahhh___rage_face_by_samusmmx-d5g5zap.png,200,0
207.241.237.101,GET,/files/blogposts/20080107/oniguruma_named_captures.c,200,0
207.241.237.223,GET,/files/blogposts/20080106/glow.c,200,0
199.16.156.126,GET,/robots.txt,200,0
193.238.231.119,GET,/presentations/logstash-scale11x/images/logstash-dreamhost-day.png,200,0
199.16.156.125,GET,/files/lumberjack/lumberjack-0.3.0.exe,200,0
46.105.14.53,GET,/blog/tags/puppet?flav=rss20,200,0
208.91.156.11,GET,/files/logstash/logstash-1.3.2-monolithic.jar,404,0
207.241.237.226,GET,/blog/geekery/overriding-shared-library-functions.html,200,0
207.241.237.104,GET,/blog/tags/net4501,200,0
198.46.149.143,GET,/blog/geekery/disabling-battery-in-ubuntu-vms.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29,200,0
198.46.149.143,GET,/blog/geekery/solving-good-or-bad-problems.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29,200,0
54.220.160.83,GET,/presentations/logstash-scale11x/images/jordan.jpg,200,0
66.249.73.135,GET,/blog/tags/scale,200,0
46.105.14.53,GET,/blog/tags/puppet?flav=rss20,200,0
83.31.73.148,GET,/projects/xdotool/xdotool.xhtml,200,0
83.31.73.148,GET,/favicon.ico,200,0
74.125.40.22,GET,/?flav=rss20,200,0
180.76.6.156,GET,/files/hello/?C=M;O=A,200,0
66.249.73.135,GET,/blog/tags/firefox?flav=rss20,200,0
66.249.81.20,GET,/images/logstash_OSCON.pdf,200,0
66.249.81.20,GET,/images/logstash_OSCON.pdf,200,0
92.108.120.46,GET,/presentations/puppet-at-loggly/puppet-at-loggly.pdf.html,200,0
92.108.120.46,GET,/favicon.ico,200,0
50.16.19.13,GET,/blog/tags/puppet?flav=rss20,200,0
172.56.29.98,GET,/presentations/logstash-scale11x/images/ahhh___rage_face_by_samusmmx-d5g5zap.png,200,0
46.105.14.53,GET,/blog/tags/puppet?flav=rss20,200,0
144.76.194.187,GET,/,200,0
144.76.194.187,GET,/wp-login.php,404,1
144.76.194.187,GET,/administrator/index.php,404,1
144.76.194.187,GET,/reset.css,200,0
144.76.194.187,GET,/style2.css,200,0
144.76.194.187,GET,/favicon.ico,200,0
144.76.194.187,GET,/?page=2,200,0
144.76.194.187,GET,/about/,200,0
144.76.194.187,GET,/resume.xml,200,0
144.76.194.187,GET,/articles,301,0
144.76.194.187,GET,/articles/arp-security/,200,0
144.76.194.187,GET,/articles/dynamic-dns-with-dhcp/,200,0
144.76.194.187,GET,/articles/openldap-with-saslauthd/,200,0
144.76.194.187,GET,/articles/ppp-over-ssh/,200,0
144.76.194.187,GET,/articles/ssh-security/,200,0
144.76.194.187,GET,/articles/week-of-unix-tools/,200,0
144.76.194.187,GET,/articles/efficiency/,200,0
144.76.194.187,GET,/projects,301,0
144.76.194.187,GET,/projects/grok,301,0
144.76.194.187,GET,/projects/keynav,301,0
100.43.83.137,GET,/blog/tags/rdbms,200,0
144.76.194.187,GET,/projects/liboverride,301,0
144.76.194.187,GET,/projects/fex,301,0
75.97.9.59,GET,/,200,0
144.76.194.187,GET,/projects/xdotool,301,0
75.97.9.59,GET,/reset.css,200,0
75.97.9.59,GET,/style2.css,200,0
75.97.9.59,GET,/images/jordan-80.png,200,0
144.76.194.187,GET,/projects/pam_captcha,301,0
144.76.194.187,GET,/projects/firefox-tabsearch,301,0
75.97.9.59,GET,/images/web/2009/banner.png,200,0
144.76.194.187,GET,/projects/firefox-urledit,301,0
144.76.194.187,GET,/projects/newpsm,301,0
144.76.194.187,GET,/projects/nis2ldap,301,0
75.97.9.59,GET,/favicon.ico,200,0
144.76.194.187,GET,/projects/pmbackup,301,0
144.76.194.187,GET,/projects/solaudio,301,0
144.76.194.187,GET,/projects/xboxproxy,301,0
144.76.194.187,GET,/projects/xmlpresenter,301,0
144.76.194.187,GET,/projects/xpathtool,301,0
144.76.194.187,GET,/scripts,301,0
144.76.194.187,GET,/presentations/hackday06,301,0
144.76.194.187,GET,/presentations/hackday08,301,0
144.76.194.187,GET,/presentations/mpi,301,0
144.76.194.187,GET,/presentations/security,301,0
144.76.194.187,GET,/presentations/semantic-blogging,301,0
144.76.194.187,GET,/presentations/unix-basics,301,0
144.76.194.187,GET,/presentations/vim,301,0
173.252.73.114,GET,/presentations/logstash-puppetconf-2012/images/apache-negative-duration.png,206,0
217.69.133.70,GET,/robots.txt,200,0
217.69.133.237,GET,/blog/geekery/devopsdays-2010.html,200,0
209.17.114.78,GET,/files/blogposts/20101112/logstash-logger-with-awesome_print.png,200,0
50.195.216.83,GET,/presentations/logstash-scale11x/images/ahhh___rage_face_by_samusmmx-d5g5zap.png,200,0
75.97.9.59,GET,/blog/tags/sysadvent,200,0
